land_cover_land1_sea0_surface , soil_porosity_surface 1.0
total_cloud_cover_entire_atmosphere , pressure_reduced_to_msl_msl -0.006663141772150993
ice_cover_ice1_no_ice0_surface , latent_heat_net_flux_surface -0.006697340402752161
latent_heat_net_flux_surface , ice_cover_ice1_no_ice0_surface -0.006697340402752161
vegetation_surface , maximumcomposite_radar_reflectivity_entire_atmosphere -0.006903018336743116
maximumcomposite_radar_reflectivity_entire_atmosphere , vegetation_surface -0.006903018336743116
upward_short_wave_rad_flux_surface , relative_humidity_zerodegc_isotherm -0.006937433499842882
relative_humidity_zerodegc_isotherm , upward_short_wave_rad_flux_surface -0.006937433499842882
categorical_freezing_rain_yes1_no0_surface , pressure_surface -0.007139410357922316
pressure_surface , categorical_freezing_rain_yes1_no0_surface -0.007139410357922316
water_equiv_of_accum_snow_depth_surface , sensible_heat_net_flux_surface -0.007168565411120653
sensible_heat_net_flux_surface , water_equiv_of_accum_snow_depth_surface -0.007168565411120653
water_equiv_of_accum_snow_depth_surface , latent_heat_net_flux_surface -0.007349851541221142
latent_heat_net_flux_surface , water_equiv_of_accum_snow_depth_surface -0.007349851541221142
sensible_heat_net_flux_surface , albedo_surface -0.007813988253474236
albedo_surface , sensible_heat_net_flux_surface -0.007813988253474236
sensible_heat_net_flux_surface , snow_depth_surface -0.00796415563672781
snow_depth_surface , sensible_heat_net_flux_surface -0.00796415563672781
categorical_freezing_rain_yes1_no0_surface , precipitable_water_entire_atmosphere -0.008019989356398582
precipitable_water_entire_atmosphere , categorical_freezing_rain_yes1_no0_surface -0.008019989356398582
categorical_freezing_rain_yes1_no0_surface , categorical_rain_yes1_no0_surface -0.008166623301804066
categorical_rain_yes1_no0_surface , categorical_freezing_rain_yes1_no0_surface -0.008166623301804066
latent_heat_net_flux_surface , snow_depth_surface -0.008183375000953674
snow_depth_surface , latent_heat_net_flux_surface -0.008183375000953674
sensible_heat_net_flux_surface , categorical_snow_yes1_no0_surface -0.008250165730714798
categorical_snow_yes1_no0_surface , sensible_heat_net_flux_surface -0.008250165730714798
categorical_ice_pellets_yes1_no0_surface , v-component_of_wind_pblri -0.008272862993180752
v-component_of_wind_pblri , categorical_ice_pellets_yes1_no0_surface -0.008272862993180752
albedo_surface , latent_heat_net_flux_surface -0.008293830789625645
latent_heat_net_flux_surface , albedo_surface -0.008293830789625645
categorical_ice_pellets_yes1_no0_surface , convective_available_potential_energy_surface -0.008357560262084007
convective_available_potential_energy_surface , categorical_ice_pellets_yes1_no0_surface -0.008357560262084007
categorical_snow_yes1_no0_surface , latent_heat_net_flux_surface -0.008416020311415195
latent_heat_net_flux_surface , categorical_snow_yes1_no0_surface -0.008416020311415195
surface_wind_gust_surface , snow_depth_surface -0.008424673229455948
snow_depth_surface , surface_wind_gust_surface -0.008424673229455948
upward_long_wave_rad_flux_surface , v-component_of_wind_pblri -0.008571160957217216
v-component_of_wind_pblri , upward_long_wave_rad_flux_surface -0.008571160957217216
vegetation_surface , pressure_maximum_wind -0.008650458417832851
pressure_maximum_wind , vegetation_surface -0.008650458417832851
sensible_heat_net_flux_surface , pressure_tropopause -0.008761822246015072
pressure_tropopause , sensible_heat_net_flux_surface -0.008761822246015072
pressure_surface , geopotential_height_cloud_base -0.00891986396163702
geopotential_height_cloud_base , pressure_surface -0.00891986396163702
lightning_surface , latent_heat_net_flux_surface -0.00915883481502533
latent_heat_net_flux_surface , lightning_surface -0.00915883481502533
categorical_freezing_rain_yes1_no0_surface , downward_long_wave_rad_flux_surface -0.009227166883647442
downward_long_wave_rad_flux_surface , categorical_freezing_rain_yes1_no0_surface -0.009227166883647442
latent_heat_net_flux_surface , pressure_tropopause -0.009263684041798115
pressure_tropopause , latent_heat_net_flux_surface -0.009263684041798115
categorical_ice_pellets_yes1_no0_surface , downward_short_wave_rad_flux_surface -0.009325608611106873
downward_short_wave_rad_flux_surface , categorical_ice_pellets_yes1_no0_surface -0.009325608611106873
sensible_heat_net_flux_surface , lightning_surface -0.009333644062280655
lightning_surface , sensible_heat_net_flux_surface -0.009333644062280655
categorical_ice_pellets_yes1_no0_surface , downward_long_wave_rad_flux_surface -0.009400828741490841
downward_long_wave_rad_flux_surface , categorical_ice_pellets_yes1_no0_surface -0.009400828741490841
lightning_surface , pressure_maximum_wind -0.009601770900189877
pressure_maximum_wind , lightning_surface -0.009601770900189877
vegitation_type_as_in_sib_surface , v-component_of_wind_tropopause -0.009817413054406643
v-component_of_wind_tropopause , vegitation_type_as_in_sib_surface -0.009817413054406643
sensible_heat_net_flux_surface , snow_cover_surface -0.010072337463498116
snow_cover_surface , sensible_heat_net_flux_surface -0.010072337463498116
snow_cover_surface , latent_heat_net_flux_surface -0.010410260409116745
latent_heat_net_flux_surface , snow_cover_surface -0.010410260409116745
pressure_reduced_to_msl_msl , planetary_boundary_layer_height_surface -0.010794676840305328
planetary_boundary_layer_height_surface , pressure_reduced_to_msl_msl -0.010794676840305328
v-component_of_wind_maximum_wind , surface_roughness_surface -0.011073928326368332
surface_roughness_surface , v-component_of_wind_maximum_wind -0.011073928326368332
planetary_boundary_layer_height_surface , mean_sea_level_pressure_nam_model_reduction_msl -0.011093889363110065
mean_sea_level_pressure_nam_model_reduction_msl , planetary_boundary_layer_height_surface -0.011093889363110065
water_equiv_of_accum_snow_depth_surface , surface_wind_gust_surface -0.011176429688930511
surface_wind_gust_surface , water_equiv_of_accum_snow_depth_surface -0.011176429688930511
v-component_of_wind_maximum_wind , pressure_tropopause -0.011291439644992352
pressure_tropopause , v-component_of_wind_maximum_wind -0.011291439644992352
total_cloud_cover_entire_atmosphere , temperature_surface -0.01138567365705967
temperature_surface , total_cloud_cover_entire_atmosphere -0.01138567365705967
pressure_maximum_wind , v-component_of_wind_tropopause -0.011392133310437202
v-component_of_wind_tropopause , pressure_maximum_wind -0.011392133310437202
categorical_snow_yes1_no0_surface , geopotential_height_pblri -0.011431282386183739
geopotential_height_pblri , categorical_snow_yes1_no0_surface -0.011431282386183739
vegetation_surface , geopotential_height_cloud_base -0.011596431024372578
geopotential_height_cloud_base , vegetation_surface -0.011596431024372578
sensible_heat_net_flux_surface , u-component_of_wind_tropopause -0.011825766414403915
u-component_of_wind_tropopause , sensible_heat_net_flux_surface -0.011825766414403915
geopotential_height_lltw , planetary_boundary_layer_height_surface -0.011892012320458889
planetary_boundary_layer_height_surface , geopotential_height_lltw -0.011892012320458889
u-component_of_wind_tropopause , latent_heat_net_flux_surface -0.011898341588675976
latent_heat_net_flux_surface , u-component_of_wind_tropopause -0.011898341588675976
transpiration_stress-onset_soil_moisture_surface , categorical_rain_yes1_no0_surface -0.011951682157814503
categorical_rain_yes1_no0_surface , transpiration_stress-onset_soil_moisture_surface -0.011951682157814503
land_cover_land1_sea0_surface , categorical_rain_yes1_no0_surface -0.011993872001767159
soil_porosity_surface , categorical_rain_yes1_no0_surface -0.011993872001767159
categorical_rain_yes1_no0_surface , land_cover_land1_sea0_surface -0.011993872001767159
categorical_rain_yes1_no0_surface , soil_porosity_surface -0.011993872001767159
categorical_rain_yes1_no0_surface , soil_type_as_in_zobler_surface -0.0122129051014781
soil_type_as_in_zobler_surface , categorical_rain_yes1_no0_surface -0.0122129051014781
categorical_rain_yes1_no0_surface , wilting_point_surface -0.012342078611254692
categorical_rain_yes1_no0_surface , direct_evaporation_cease_soil_moisture_surface -0.012342078611254692
wilting_point_surface , categorical_rain_yes1_no0_surface -0.012342078611254692
direct_evaporation_cease_soil_moisture_surface , categorical_rain_yes1_no0_surface -0.012342078611254692
maximumcomposite_radar_reflectivity_entire_atmosphere , geopotential_height_pblri -0.012535429559648037
geopotential_height_pblri , maximumcomposite_radar_reflectivity_entire_atmosphere -0.012535429559648037
categorical_freezing_rain_yes1_no0_surface , convective_available_potential_energy_surface -0.012736774049699306
convective_available_potential_energy_surface , categorical_freezing_rain_yes1_no0_surface -0.012736774049699306
water_equiv_of_accum_snow_depth_surface , v-component_of_wind_maximum_wind -0.012745042331516743
v-component_of_wind_maximum_wind , water_equiv_of_accum_snow_depth_surface -0.012745042331516743
ice_cover_ice1_no_ice0_surface , u-component_of_wind_maximum_wind -0.012755902484059334
u-component_of_wind_maximum_wind , ice_cover_ice1_no_ice0_surface -0.012755902484059334
geopotential_height_lltw , total_cloud_cover_entire_atmosphere -0.013362733647227287
total_cloud_cover_entire_atmosphere , geopotential_height_lltw -0.013362733647227287
latent_heat_net_flux_surface , u-component_of_wind_maximum_wind -0.013414742425084114
u-component_of_wind_maximum_wind , latent_heat_net_flux_surface -0.013414742425084114
sensible_heat_net_flux_surface , u-component_of_wind_maximum_wind -0.013416022062301636
u-component_of_wind_maximum_wind , sensible_heat_net_flux_surface -0.013416022062301636
categorical_freezing_rain_yes1_no0_surface , geopotential_height_pblri -0.013664322905242443
geopotential_height_pblri , categorical_freezing_rain_yes1_no0_surface -0.013664322905242443
vegitation_type_as_in_sib_surface , lightning_surface -0.013666218146681786
lightning_surface , vegitation_type_as_in_sib_surface -0.013666218146681786
categorical_freezing_rain_yes1_no0_surface , mean_sea_level_pressure_nam_model_reduction_msl -0.013667324557900429
mean_sea_level_pressure_nam_model_reduction_msl , categorical_freezing_rain_yes1_no0_surface -0.013667324557900429
pressure_surface , u-component_of_wind_maximum_wind -0.013845376670360565
u-component_of_wind_maximum_wind , pressure_surface -0.013845376670360565
vegitation_type_as_in_sib_surface , downward_short_wave_rad_flux_surface -0.014112290926277637
downward_short_wave_rad_flux_surface , vegitation_type_as_in_sib_surface -0.014112290926277637
categorical_freezing_rain_yes1_no0_surface , u-component_of_wind_pblri -0.014290771447122097
u-component_of_wind_pblri , categorical_freezing_rain_yes1_no0_surface -0.014290771447122097
categorical_freezing_rain_yes1_no0_surface , downward_short_wave_rad_flux_surface -0.014317946508526802
downward_short_wave_rad_flux_surface , categorical_freezing_rain_yes1_no0_surface -0.014317946508526802
pressure_tropopause , v-component_of_wind_tropopause -0.014318350702524185
v-component_of_wind_tropopause , pressure_tropopause -0.014318350702524185
geopotential_height_cloud_base , surface_roughness_surface -0.015028448775410652
surface_roughness_surface , geopotential_height_cloud_base -0.015028448775410652
categorical_freezing_rain_yes1_no0_surface , pressure_reduced_to_msl_msl -0.01512643788009882
pressure_reduced_to_msl_msl , categorical_freezing_rain_yes1_no0_surface -0.01512643788009882
soil_type_as_in_zobler_surface , downward_short_wave_rad_flux_surface -0.015307867899537086
downward_short_wave_rad_flux_surface , soil_type_as_in_zobler_surface -0.015307867899537086
categorical_rain_yes1_no0_surface , latent_heat_net_flux_surface -0.015314354561269283
latent_heat_net_flux_surface , categorical_rain_yes1_no0_surface -0.015314354561269283
sensible_heat_net_flux_surface , categorical_rain_yes1_no0_surface -0.015394327230751514
categorical_rain_yes1_no0_surface , sensible_heat_net_flux_surface -0.015394327230751514
total_cloud_cover_entire_atmosphere , precipitable_water_entire_atmosphere -0.01542491465806961
precipitable_water_entire_atmosphere , total_cloud_cover_entire_atmosphere -0.01542491465806961
water_equiv_of_accum_snow_depth_surface , v-component_of_wind_tropopause -0.015586343593895435
v-component_of_wind_tropopause , water_equiv_of_accum_snow_depth_surface -0.015586343593895435
v-component_of_wind_pblri , temperature_surface -0.015940522775053978
temperature_surface , v-component_of_wind_pblri -0.015940522775053978
convective_inhibition_surface , geopotential_height_surface -0.01632504351437092
geopotential_height_surface , convective_inhibition_surface -0.01632504351437092
temperature_tropopause , geopotential_height_pblri -0.016593055799603462
geopotential_height_pblri , temperature_tropopause -0.016593055799603462
geopotential_height_lltw , pressure_surface -0.016675898805260658
pressure_surface , geopotential_height_lltw -0.016675898805260658
planetary_boundary_layer_height_surface , precipitable_water_entire_atmosphere -0.016794998198747635
precipitable_water_entire_atmosphere , planetary_boundary_layer_height_surface -0.016794998198747635
number_of_soil_layers_in_root_zone_surface , convective_inhibition_surface -0.01745309866964817
convective_inhibition_surface , number_of_soil_layers_in_root_zone_surface -0.01745309866964817
v-component_of_wind_pblri , ice_cover_ice1_no_ice0_surface -0.01756729744374752
ice_cover_ice1_no_ice0_surface , v-component_of_wind_pblri -0.01756729744374752
convective_inhibition_surface , v-component_of_wind_maximum_wind -0.01817733235657215
v-component_of_wind_maximum_wind , convective_inhibition_surface -0.01817733235657215
